곡,아티스트,장르,인기도,댄스,에너지,긍정도,템포
Lean On (feat. MØ & DJ Snake),Major Lazer,pop,75,72,81,27,98
In My Feelings,Drake,pop,83,84,63,35,91
Would You Ever,Skrillex,pop,67,65,91,9,126
FRIENDS,Marshmello,pop,83,63,88,53,95
Options,Mr. Pig,pop,45,75,91,27,108
"Me, Myself & I - Viceroy Remix",G-Eazy,pop,4,79,72,83,112
No Lie,Sean Paul,pop,76,74,88,46,102
Passionfruit,Drake,pop,15,81,46,36,112
Controlla,Drake,pop,73,61,47,35,92
Lose Yourself to Dance,Daft Punk,pop,71,83,66,67,100
You Make Me,Avicii,pop,67,59,73,50,125
"Harder, Better, Faster, Stronger",Daft Punk,pop,70,82,72,69,123
It's a Sin - 2001 Remaster,Pet Shop Boys,pop,38,54,86,29,127
Enjoy the Silence,Depeche Mode,pop,58,65,76,74,113
Can't Get Over You,KVSH,pop,69,71,80,35,123
Panini,Lil Nas X,pop,13,70,59,48,154
I've Been Waiting (w/ ILoveMakonnen & Fall Out Boy),Lil Peep,pop,76,74,84,93,130
People Suck,Confetti,pop,40,77,69,71,90
I'll Be There For You,Silent Child,pop,44,69,61,28,78
Dear God,Confetti,pop,55,64,80,46,94
Walls Could Talk,Halsey,pop,74,63,42,57,95
Middle Finger,Bohnes,pop,66,68,66,39,128
goodbye,updog,pop,46,59,78,36,145
Deadroses,blackbear,pop,61,61,54,60,132
BOOM,X Ambassadors,pop,62,73,59,68,108
Birthday Suit,Cosmo Sheldrake,pop,69,69,57,52,63
like that,Bea Miller,pop,73,57,44,39,62
i wanna be your girlfriend,girl in red,pop,74,54,38,34,156
Dreamer,Four Tet,pop,52,76,76,43,135
BB's Theme,Ludvig Forssell,pop,53,28,43,4,84
La forêt,Lescop,pop,41,86,47,74,132
America Online,The Midnight,pop,7,60,61,7,102
Rest,Charlotte Gainsbourg,pop,0,63,54,36,92
Get The Balance Right! - Combination Mix,Depeche Mode,pop,24,84,57,91,129
Blue Girl,Chromatics,pop,38,62,60,67,107
Fleur de Lys,Phoenix,pop,0,60,83,86,119
Midnight Drivn,Luscious-235,pop,7,66,60,60,102
Souvenir - Remastered 2003,Orchestral Manoeuvres In The Dark,pop,54,74,74,84,103
Tail Lights,Makeup And Vanity Set,pop,1,81,9,4,122
Turbo Killer,Carpenter Brut,pop,0,31,79,30,147
Overpowered,Róisín Murphy,pop,52,74,83,88,117
Fault Line,Loom:ngs,pop,4,77,35,41,110
Severed,The Decemberists,pop,33,60,79,43,136
Fast Car,Jonas Blue,pop,68,64,57,53,114
One More Night,Maroon 5,pop,72,72,82,62,93
Red Lights,Tiësto,pop,69,65,83,55,125
A Sky Full of Stars - Robin Schulz Edit,Coldplay,pop,51,64,85,33,123
Forbidden Voices,Martin Garrix,pop,64,53,71,30,128
No Eyes - Radio Edit,Claptone,pop,65,93,48,57,120
Rude,MAGIC!,pop,78,77,76,93,144
Show Me Love - EDX Remix / Radio Edit,Sam Feldt,pop,67,83,66,71,121
Luna,Belanova,pop,31,59,95,38,132
No Dices Mas,Mœnia,pop,2,70,75,69,127
Secreto Perfecto,Jotdog,pop,0,70,83,59,121
Las Pequeñas Cosas,Jotdog,pop,0,61,90,98,160
Aire,Ana Torroja,pop,24,48,39,15,150
Somos Dos,Bomba Estéreo,pop,60,69,87,92,98
Por Estar Contigo,JEANS,pop,17,78,85,79,106
Historias (feat. Chela Rivas) - Extended Mix,Tony Dark Eyes,pop,14,62,68,31,128
Mis Impulsos Sobre Ti - Remastered,Aleks Syntek,pop,45,71,89,66,114
Como un lobo (Dueto 2007),Miguel Bosé,pop,55,57,89,76,160
Lejos de Ti,María Barracuda,pop,26,45,66,33,158
Tengo De Ti,Morbo,pop,16,56,99,44,130
Do You Really Want Me Back?,Broken English,pop,0,70,86,81,125
Headhunter V1.0,Front 242,pop,42,85,88,83,123
Tarzan Boy,Baltimora,pop,51,70,80,70,107
Are 'Friends' Electric?,Gary Numan / Tubeway Army,pop,51,42,75,43,94
Major Tom - Coming Home,Peter Schilling,pop,58,79,42,84,161
Enola Gay,Orchestral Manoeuvres In The Dark,pop,17,58,74,96,143
Don't You Want Me,The Human League,pop,74,73,74,96,118
The Promise,When In Rome,pop,63,63,88,36,118
There Is a Light That Never Goes Out,The Smiths,pop,2,46,69,84,136
Just Like Heaven,The Cure,pop,13,44,84,51,152
Love Will Tear Us Apart - 2010 Remaster,Joy Division,pop,64,52,90,91,147
Boys Don't Cry,The Cure,pop,0,45,91,70,169
Everybody Wants To Rule The World - Extended Version,Tears For Fears,pop,2,72,68,53,112
Tinseltown in the Rain,The Blue Nile,pop,54,78,82,91,118
My Darling Bullet,Freakangel,pop,0,46,96,31,140
Kein Herz,X-RX,pop,0,52,97,32,140
Space & Time,VNV Nation,pop,36,52,79,71,127
Murderous Trap,Frozen Plasma,pop,0,60,100,82,130
God Is Art,Shiv-R,pop,0,55,75,20,138
Periculär (Richtfest II),[:SITD:],pop,12,51,92,11,105
Destillat - VNV Nation Remix,Das Ich,pop,38,60,73,22,124
Immortal - Single Edit,Solitary Experiments,pop,0,69,100,70,132
A Generation of the lost,Frozen Plasma,pop,0,59,87,56,135
True Life - Vnv Nation Remix,Lights Of Euphoria,pop,0,71,90,17,134
Sandmann,OOMPH!,pop,45,48,96,24,150
Retaliate,VNV Nation,pop,31,57,93,48,120
Kind von Traurigkeit,Unzucht,pop,0,65,79,34,110
A Flicker Of Hope,Wynardtage,pop,26,50,94,41,133
Love Me To The End,Deine Lakaien,pop,0,48,76,15,148
Never Can Say Goodbye,The Communards,pop,3,58,87,84,132
99 Luftballons,Nena,pop,24,47,44,59,193
Don't Stop Believin',Journey,pop,74,49,80,47,119
Karma Chameleon,Culture Club,pop,64,66,55,93,92
Wake Me Up Before You Go-Go - Remastered,Wham!,pop,54,61,80,82,81
You Spin Me Round (Like a Record),Dead Or Alive,pop,17,55,85,96,128
I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,pop,18,71,82,87,119
Never Ending Story,Limahl,pop,4,79,52,86,123
Smells Like Teen Spirit,Nirvana,pop,14,48,88,83,117
Nothin' But A Good Time - Remastered 2006,Poison,pop,50,57,97,56,129
Venus,Bananarama,pop,6,72,96,91,126
Drive,The Cars,pop,5,42,86,38,111
Fast Car,Tracy Chapman,pop,77,71,29,19,104
You're Simply the Best,Carl Wave,pop,28,59,83,54,104
Total Eclipse of the Heart,Bonnie Tyler,pop,74,44,66,18,130
Don't Come Close,Yeasayer,pop,46,56,64,39,82
Nowhere To Go,Nite Jewel,pop,42,65,45,53,130
The Set Up,Favored Nations,pop,55,84,74,92,125
Flutes,Hot Chip,pop,49,69,72,34,118
Polish Girl,Neon Indian,pop,48,63,88,44,112
High Pressure Dave,HEALTH,pop,39,54,94,28,110
Here for You,Kygo,pop,64,68,77,38,105
Crazy (feat. Joie Tan),TEEMID,pop,42,70,62,30,110
Reality (feat. Janieck Devy) - Radio Edit,Lost Frequencies,pop,57,73,64,53,122
Never Forget You,Zara Larsson,pop,76,58,73,28,146
Savannah,Diviners,pop,58,65,78,39,108
Tropic Love,Diviners,pop,53,75,81,49,105
Habits (Stay High),Tove Lo,pop,69,73,65,35,110
The Nights - Felix Jaehn Remix,Avicii,pop,48,67,83,51,123
Fade Away (feat. INNA),Sam Feldt,pop,53,69,71,39,105
Cheap Thrills,Sia,pop,61,63,70,73,90
Starboy,The Weeknd,pop,84,68,59,49,186
What Do You Mean?,Justin Bieber,pop,78,84,57,79,125
Sexy And I Know It,LMFAO,pop,67,71,86,80,130
Havana (feat. Young Thug),Camila Cabello,pop,84,76,52,39,105
Cheerleader - Felix Jaehn Remix Radio Edit,OMI,pop,76,78,68,60,118
On The Floor - Radio Edit,Jennifer Lopez,pop,74,76,69,44,130
Say You Won't Let Go,James Arthur,pop,85,36,56,49,85
Congratulations,Post Malone,pop,84,63,80,49,123
Pass Out,Tinie Tempah,pop,53,69,89,53,91
"Replace It, Forget It",THE WLDLFE,pop,35,55,77,75,150
Chimera,Cheerleader,pop,29,46,97,30,120
Hold on for Dear Life,Night Cap,pop,34,36,64,20,105
Easy,Brad Blackburn,pop,33,83,52,75,112
See Through,The Band CAMINO,pop,14,58,81,67,92
Your Shirt,Chelsea Cutler,pop,44,43,48,17,180
Too Far Gone,Lost Kings,pop,57,62,83,53,93
Number One Fan,MUNA,pop,56,75,56,51,124
Heavy,Romance and Rebellion,pop,25,56,84,70,154
Sugar (feat. Francesco Yates),Robin Schulz,pop,59,64,82,64,123
It's You - Broiler Remix,Syn Cole,pop,2,62,75,46,128
Ohio - filous Remix,Damien Jurado,pop,56,60,70,30,121
Hurricane - Arty Remix,Halsey,pop,3,43,85,45,128
Klanga - De Hofnar Remix,Gostan,pop,5,72,53,58,124
Paris - Lost Frequencies Radio Edit,Antoine Malye,pop,1,74,59,13,100
What - Radio Edit,Ferdinand Weber,pop,2,80,72,45,120
"Sleep, For The Weak! - Lost Frequencies Remix",Lea Rue,pop,27,78,50,63,121
We Go Home,The Avener,pop,2,80,63,66,120
Me and My Guitar,Tep No,pop,3,76,62,7,120
Another You (feat. Mr. Probz) - Pretty Pink Radio Edit,Armin van Buuren,pop,18,74,59,27,122
No Scrubs (feat. Jon Santana),Cappa,pop,1,57,48,34,172
Perfect Strangers,Jonas Blue,pop,21,74,82,71,118
Sanctify (feat. Ilang),Kenn Colt,pop,30,64,87,75,125
Hear Me Now,Alok,pop,52,79,43,46,122
Skin - Keyser Remix,Boy Untitled,pop,31,65,72,39,112
Letting a Flower Die,Valley Hush,pop,29,55,70,52,80
Move Me,Mura Masa,pop,64,76,52,52,105
New Sky,RÜFÜS DU SOL,pop,58,64,74,19,124
Complicated,Mura Masa,pop,61,87,64,74,100
Never Change,Obongjayar,pop,41,75,56,55,91
Maybe Next Time,Esbie Fonte,pop,16,67,73,20,145
Graveyard,Halsey,pop,87,67,58,19,92
You And I - R3HAB Remix,LÉON,pop,51,60,74,19,126
yes & no,XYLØ,pop,61,84,50,66,118
Swim,Fickle Friends,pop,52,59,77,62,105
Love Me Wrong,Allie X,pop,66,46,46,10,97
Little Games - St. Lucia Remix,The Colourist,pop,46,57,73,57,111
Nice Guy,courtship.,pop,52,52,74,52,109
What's Love Got to Do with It,XY&O,pop,39,68,50,24,102
Operate - The Chainsmokers Remix,ASTR,pop,51,59,93,33,126
Heavy,POWERS,pop,57,74,69,90,102
i loved you first,joan,pop,60,56,28,22,75
Visions,So Below,pop,40,59,65,32,90
Work It Out,Knox Hamilton,pop,48,40,82,36,162
Kids (Ain't All Right),Grace Mitchell,pop,55,40,52,46,176
Good Together,The Runaway Club,pop,35,71,89,89,126
Undrunk,FLETCHER,pop,74,61,58,55,92
Dear to Me,Electric Guest,pop,51,73,56,61,118
The Look,Metronomy,pop,69,64,54,50,85
Before Paris,Tom Misch,pop,50,71,37,8,104
It Runs Through Me,Tom Misch,pop,67,80,61,27,97
Slow Burn,Brian Bromberg,pop,19,72,47,57,80
Happy Man,Jungle,pop,52,59,56,14,108
I'm Walking,Perquisite,pop,38,71,46,40,175
Breezeblocks,alt-J,pop,72,57,64,25,75
Withorwithout,Parcels,pop,60,80,66,81,105
Krispy,Loyle Carner,pop,50,78,30,14,90
Me & You ◑,HONNE,pop,65,77,55,60,120
I'm Into You,Nick Murphy / Chet Faker,pop,55,56,68,50,169
Still Beating,Mac DeMarco,pop,66,71,50,47,78
Dreams,Beck,pop,59,58,94,79,114
Nightgowns,Tom Misch,pop,54,85,55,34,92
My Corduroy Hat,Neighbor Susan,pop,41,57,68,38,140
Under the Supermoon,Artists for Peace and Justice,pop,44,63,47,33,132
Home,Fortuno,pop,43,49,22,25,121
To Comprehend,Marrakesh,pop,45,49,66,49,142
Closer Than This,KAYE,pop,40,71,28,51,95
I Can't Keep Waiting,Jackson Powell,pop,41,73,53,59,99
Twisted,Sophie Gray,pop,36,81,38,42,118
Real Eyes,Fili,pop,38,46,51,4,100
Lil' Tune,Sunfish,pop,32,87,71,56,116
Wait for You,Innerbloom,pop,42,21,69,13,166
Silver Lake Queen,Diplomacy,pop,39,74,83,86,124
She Got the Moon,Berry Juice,pop,36,67,63,45,116
Closely,August Roads,pop,32,55,30,12,150
Chai Tea,audrey,pop,21,81,35,4,98
atlantis,RUFUS,pop,37,30,36,14,180
Lost,Blake Rose,pop,69,60,69,51,95
Just a Little Longer,SHY Martin,pop,66,85,55,63,105
Temporary,Ella Vos,pop,59,72,36,35,87
Half Gone,Stephen Puth,pop,65,63,56,49,91
at least i look cool,Sasha Sloan,pop,66,83,35,28,130
Floating (feat. Khalid) [filous Remix],Alina Baraz,pop,64,76,61,62,91
Just Friends,Olivia O'Brien,pop,61,45,25,29,78
123456,Fitz and The Tantrums,pop,58,72,96,81,170
Young,Parachute,pop,54,68,68,51,94
Crop Circles,Jon Bellion,pop,59,79,76,66,100
Feel You Now,The Driver Era,pop,55,54,72,50,180
Counting the Days,Will Taylor James,pop,60,46,52,9,140
Want You Back,Grey,pop,54,76,52,42,93
minimal,ROLE MODEL,pop,61,57,68,20,170
Talk Slow,Cody Lovaas,pop,57,74,54,46,158
Thank Me Later,Anna of the North,pop,54,76,50,72,77
Catch,Dresses,pop,29,82,57,87,120
Waking Up The Giants,Grizfolk,pop,53,59,60,24,128
Take It All Back 2.0,Judah & the Lion,pop,65,44,80,78,148
1000 Nights,FRENSHIP,pop,57,59,71,59,90
Sleep Talking,Charlotte Lawrence,pop,66,66,76,58,102
One Foot,WALK THE MOON,pop,65,58,82,47,100
Stockholm,Atlas Genius,pop,52,57,75,41,125
Dreaming,Smallpools,pop,57,61,89,89,119
A Phone Call In Amsterdam,Valley,pop,53,52,66,37,100
Careless,Vacation Manor,pop,51,55,78,52,116
Waiting on the Summer,VHS Collection,pop,51,55,81,63,105
The Greatest,Sia,pop,14,67,72,74,192
Lush Life,Zara Larsson,pop,12,66,74,79,98
No Diggity,Campsite Dream,pop,55,71,71,39,105
Millionaire (feat. Nelly),Cash Cash,pop,45,60,90,39,100
Cold Ain't For Me,Oceans,pop,50,64,84,36,105
Dollar Bill (feat. Kid Ink),Phoebe Ryan,pop,39,65,76,58,88
Stereo Hearts (feat. Adam Levine),Gym Class Heroes,pop,59,65,80,80,90
Debut,Maria Hazell,pop,11,62,85,52,78
Inside the Lines,Mike Perry,pop,55,56,80,40,97
Los Angeles,Bryce Vine,pop,0,71,80,87,150
Wild Things,Alessia Cara,pop,64,74,63,71,108
Cash Machine,DRAM,pop,40,74,67,70,143
Borderline - Vanic Remix,Tove Styrke,pop,58,41,95,46,160
All Time Low,Jon Bellion,pop,73,62,57,50,90
Chills,Down With Webster,pop,18,53,84,58,148
Lucky,Chelsea Cutler,pop,73,78,26,64,92
Daft Pretty Boys,Bad Suns,pop,62,66,84,61,137
Best Day Of My Life,American Authors,pop,76,67,90,54,100
Say My Name,David Guetta,pop,5,70,66,79,95
Never Really Over,Katy Perry,pop,85,77,88,38,100
I Don't Care (with Justin Bieber),Ed Sheeran,pop,90,80,68,84,102
A Different Way (with Lauv),DJ Snake,pop,9,78,76,56,105
No Sleep (feat. Bonn),Martin Garrix,pop,76,44,64,33,128
FRIENDS,Marshmello,pop,83,63,88,53,95
Last Friday Night (T.G.I.F.),Katy Perry,pop,74,65,82,76,126
One Kiss (with Dua Lipa),Calvin Harris,pop,85,79,86,59,124
Bang Bang,Jessie J,pop,78,71,79,75,150
Lalala,Y2K,pop,91,84,39,50,130
Lost Control,Alan Walker,pop,71,74,56,32,92
Ayy Macarena,Tyga,pop,91,82,63,72,96
So High,JAYLIEN,pop,53,51,72,62,138
This Is Our Time,WILD,pop,57,53,72,29,145
Wherever You Are,Kodaline,pop,67,51,61,34,126
MIDDLE OF THE NIGHT,Elley Duhé,pop,57,41,61,9,186
Long Time Coming,Caitlyn Smith,pop,50,24,59,32,199
So Predictable,Set It Off,pop,57,56,87,50,150
On the Back of Your Neck,Cienfue,pop,49,68,79,69,123
Hard,Noah Neiman,pop,48,50,80,38,150
Forever,Jacquie,pop,46,73,50,49,87
Beautiful Stranger,Marcus King,pop,49,48,25,19,112
Sweaters,Blanks,pop,49,73,75,75,122
Free,Matt Walden,pop,38,52,36,16,105
Roses,The Chainsmokers,pop,73,71,80,34,100
We Sink,Of Monsters and Men,pop,4,46,77,36,111
My House,Flo Rida,pop,76,69,70,74,94
My Shot,Lin-Manuel Miranda,pop,69,83,65,57,91
Heathens,Twenty One Pilots,pop,81,73,40,55,90
It's Time,Imagine Dragons,pop,14,66,88,87,105
Sirens,Woodlock,pop,19,64,64,81,123
Shark in the Water,The Cocktails,pop,34,64,39,70,99
The Sound,The 1975,pop,63,65,94,55,121
A Room of Her Own (TS Version),Like Swimming,pop,13,72,58,58,129
While My Guitar Gently Weeps,Regina Spektor,pop,50,70,32,22,113
Singing In The Rain,Simple Plan,pop,41,62,73,72,149
Fools,The Ransom Collective,pop,42,46,73,33,115
Dancing On Glass - Acoustic,St. Lucia,pop,10,59,83,94,101
"Take Yours, I'll Take Mine",Matthew Mole,pop,16,68,60,46,138
Sweet Disaster,DREAMERS,pop,61,52,82,42,87
Kids,MGMT,pop,76,45,93,17,123
Times Like These,Eden Project,pop,52,26,46,12,145
Love Is Mystical,Cold War Kids,pop,61,57,86,72,106
Painkiller,DREAMERS,pop,56,40,92,23,200
Pleaser,Wallows,pop,68,50,91,38,149
Marijuana Breath,Adam Jensen,pop,55,78,47,66,125
Something Good Can Work (The Twelves Remix),Two Door Cinema Club,pop,0,66,90,59,120
The Mother We Share,CHVRCHES,pop,3,46,72,31,174
Shine (Kygo Remix),Benjamin Francis Leftwich,pop,48,70,60,31,112
Cool Like Me,Fryars,pop,0,65,84,30,121
Youth,Ben Khan,pop,34,68,58,23,129
Stone,JOY.,pop,0,61,48,9,125
Look the Other Way,DWNTWN,pop,12,59,77,40,128
Warm Water - Snakehips Remix,BANKS,pop,57,51,68,40,212
Circles,machineheart,pop,0,61,66,38,100
Pray,The Erised,pop,24,58,45,9,125
All Of The People,Panama Wedding,pop,0,68,70,95,90
Already Love,Great Good Fine Ok,pop,22,65,75,88,172
Tether,Duck House,pop,18,74,53,58,117
Lost & Found,The Midnight,pop,48,55,65,38,158
Always,Great Good Fine Ok,pop,33,76,87,71,114
The Winds of Change,St. Lucia,pop,37,52,81,15,140
12:51,The Strokes,pop,61,45,89,59,145
Tired,Adele,pop,0,80,67,55,97
The Palisades,Childish Gambino,pop,1,74,72,49,100
Best Friend,Rex Orange County,pop,81,57,71,32,145
Winter,Khalid,pop,65,68,57,37,100
Stay,Post Malone,pop,78,51,48,35,86
Mr. Angel,Tommy Newport,pop,0,67,51,40,168
Silly Girl,chloe moriondo,pop,60,48,4,13,79
Crush Culture,Conan Gray,pop,0,63,77,44,90
Shallow - Radio Edit,Lady Gaga,pop,78,57,33,28,96
Lover Boy,Phum Viphurit,pop,67,80,56,63,110
Boredom (feat. Rex Orange County & Anna of the North),"Tyler, The Creator",pop,74,56,58,24,80
Cannonball,Dijon,pop,39,51,29,40,121
Runaway (U & I),Galantis,pop,74,51,80,38,126
Your Soul,Hippie Sabotage,pop,3,49,68,8,94
High You Are,What So Not,pop,62,69,86,41,137
Light,San Holo,pop,68,57,76,43,150
Paris,Magic Man,pop,53,47,88,50,179
Visions,Danrell,pop,37,66,80,27,180
Good Life,OneRepublic,pop,70,63,69,64,95
The Lost Boy (feat. Skizzy Mars),Lostboycrow,pop,23,72,57,23,144
Where I Wanna Be,A R I Z O N A,pop,54,68,80,59,117
Coloring Outside The Lines,MisterWives,pop,54,66,82,62,111
Palace - Justin Caruso Remix,Hayley Kiyoko,pop,32,54,92,72,94
Get What You Give,Felix Cartal,pop,0,62,77,25,121
Wolves,Digitalism,pop,41,61,76,63,129
tbh ily (Kidswaste Remix),Chet Porter,pop,0,65,68,35,105
Nadir,TENDER,pop,48,39,76,51,97
Lower,TENDER,pop,26,65,49,49,164
Stay The Night,Claptone,pop,43,72,60,36,110
Open,Rhye,pop,64,55,32,23,91
Prettiest Virgin (Radio Edit),Agar Agar,pop,57,95,49,59,120
Y crois-tu,Fishbach,pop,31,56,64,29,98
Too Much,Pale,pop,39,89,36,77,108
American Funeral,Alex Da Kid,pop,0,55,53,16,74
Had Some Drinks,Two Feet,pop,4,82,30,30,85
Each Time You Fall in Love,Cigarettes After Sex,pop,38,38,53,28,76
Howling,RY X,pop,5,71,33,11,120
The Moth & The Flame,Les Deux Love Orchestra,pop,39,71,30,8,109
Alone,Claptone,pop,46,73,62,33,110
Youth,Glass Animals,pop,2,65,73,75,96
lucid,slenderbodies,pop,40,72,54,36,102
I Took A Pill In Ibiza - Seeb Remix,Mike Posner,pop,17,67,79,70,102
Mad World,Michael Andrews,pop,2,35,8,36,173
Unstoppable,Paperwhite,pop,17,70,68,68,124
I'm Yours,Jason Mraz,pop,82,69,46,72,151
High And Dry,Radiohead,pop,0,42,38,35,88
Gemini Feed,BANKS,pop,1,77,65,52,102
Stretch Your Eyes,Agnes Obel,pop,43,59,31,54,142
Golden Green,Agnes Obel,pop,38,67,39,46,139
Fuck With Myself,BANKS,pop,1,85,37,14,102
Judas,BANKS,pop,0,66,53,41,108
A Minute to Breathe,Trent Reznor and Atticus Ross,pop,33,48,5,4,116
Sorry,Aquilo,pop,5,32,30,17,177
Detune,Kaleida,pop,0,74,41,11,129
Let It All Go,Birdy,pop,66,38,43,17,107
I Know,Bayonne,pop,0,71,69,72,137
Love Like Mine,Miami Horror,pop,0,66,94,79,118
Breaks,Goldroom,pop,0,57,73,30,108
take me on,joan,pop,9,59,69,26,120
Thru These Tears,LANY,pop,8,71,52,29,120
Sky,XY&O,pop,18,72,82,84,100
Love Like Waves,Friendly Fires,pop,46,65,86,78,118
Takes A Little Time,Zac Samuel,pop,38,68,78,76,118
Atypical,Manila Killa,pop,35,75,78,37,116
Gold,Apollo LTD,pop,0,53,74,57,77
Get Weird,Liimo,pop,20,63,84,76,150
Last to Know,Roosevelt,pop,21,61,88,61,130
The Sound,The 1975,pop,65,65,94,57,121
Lovesick,Fickle Friends,pop,35,77,81,88,124
I Can See,Mac Miller,rap,73,70,50,5,115
First Place,Polo G,rap,60,66,57,56,137
Bandit (with YoungBoy Never Broke Again),Juice WRLD,rap,92,47,63,42,180
VIBEZ,DaBaby,rap,88,77,65,78,154
Famous Hoes,NLE Choppa,rap,80,73,63,33,81
Immortal,21 Savage,rap,83,74,87,66,184
Ready Set (feat. Big Sean),Kash Doll,rap,73,85,62,48,96
HAD ENOUGH (feat. Quavo & Offset),Don Toliver,rap,83,75,79,67,148
Visit By Cap Kendricks,Funky Notes,rap,56,52,73,84,82
Quicky,Fractite,rap,31,74,12,20,91
Sao Paulo Sunset,Saib,rap,59,69,92,76,176
Vaca,Wun Two,rap,56,75,34,68,142
Belém,DAO,rap,61,77,67,30,100
On My Mind,Juan Rios,rap,49,54,28,66,168
Verdi,Wun Two,rap,52,91,46,44,112
The Jam,Tru Comers,rap,51,69,43,18,78
City Stroll,Otis Ubaka,rap,51,76,45,24,86
In My Head,DAO,rap,61,83,41,47,136
Night Train,Koralle,rap,53,65,44,72,90
Waterfloat,Green Assassin Dollar,rap,50,78,21,62,86
Stranger,Phlocalyst,rap,52,53,14,40,174
Treflip FS Blunt,Figub Brazlevic,rap,50,66,66,78,89
Smile Again,Green Assassin Dollar,rap,50,75,44,73,83
bouquet of balloons,biosphere,rap,54,73,34,79,162
chilling by your bedside.,beeno,rap,11,59,17,48,57
Horologist,Osoku,rap,50,66,38,10,132
Waking Up to Sleep,Zeus the Elevated,rap,11,73,22,21,126
Flunked This Semester,HM Surf,rap,62,56,25,27,174
Waiting for You,mell-ø,rap,62,74,13,11,74
Beginnings,Knowmadic,rap,50,61,18,52,70
Circles,Snaer.,rap,55,49,34,16,75
Show and Prove,Es-K,rap,4,73,32,54,92
Recollections,jrd.,rap,47,80,4,62,78
blxt,asbeluxt,rap,47,56,25,36,85
Green Tea,chief.,rap,49,58,22,4,80
sunday,Smeyeul.,rap,47,68,10,20,80
1412,Afluen,rap,47,91,24,65,88
sorry,chief.,rap,9,55,30,55,127
Chal Bombay,DIVINE,rap,67,86,62,51,95
UP-14,Raga,rap,47,66,56,61,85
Rap Ka Mausam,Raga,rap,46,86,88,39,105
Nenjinile Rebirth,Chris G.,rap,47,71,91,71,150
Emiway-Samajh Mein Aaya Kya?,Emiway Bantai,rap,54,78,45,61,103
Pakki Gal,Pam Sengh,rap,35,69,65,20,98
My Whole Life,Rob C,rap,30,64,84,76,184
Sherni,Prabh Deep,rap,27,82,74,25,132
Squad Mera,Splash,rap,30,72,61,40,135
Aji Mera Ghanta,Muhfaad,rap,35,93,34,47,120
thinking of you,mommy,rap,64,80,8,51,160
Tokyo,Drevm,rap,52,72,35,41,85
Lost in Flight,SwuM,rap,55,68,30,9,104
"selfish, Pt. 1",frumhere,rap,59,42,42,4,99
Céleste,Psalm Trees,rap,59,64,31,48,80
Moodswing,Deauxnuts,rap,58,69,33,34,80
Quiet Nights,Epektase,rap,56,73,14,18,75
Soul Mates,Jazzinuf,rap,52,52,51,37,75
Lullabyes,Aviscerall,rap,58,67,65,33,85
better things,Ymori,rap,13,65,48,78,140
Life,Slumberville,rap,55,61,12,13,74
Pyrite,"Sarah, the Illstrumentalist",rap,52,63,14,78,82
Yesterday,chief.,rap,62,63,18,16,77
Happy To Help,Fallen Roses,rap,52,72,38,54,120
20/20,Lil Tjay,rap,79,89,34,54,100
Poles,Quin Nfn,rap,64,90,47,65,140
Ballin' (with Roddy Ricch),Mustard,rap,90,81,55,24,97
on god,bbno$,rap,68,88,30,36,120
On The Road (feat. Meek Mill & Lil Baby),Post Malone,rap,44,44,74,21,113
