연도,도시,지역,국가,모양,지속초,시간대
2014,Hana,HI,US,circle,300,astronomical dusk
2014,Glens Falls,NY,US,circle,5,nautical dusk
2014,Metairie,LA,US,circle,300,afternoon
2014,Milwaukee,WI,US,circle,2700,night
2014,Colonia,NJ,US,circle,240,astronomical dusk
2014,Emerald Isle,NC,US,circle,120,night
2014,Woodridge,IL,US,circle,600,afternoon
2014,Largo,FL,US,circle,90,night
2014,Fayetteville,NC,US,circle,6,astronomical dusk
2014,Warwick,RI,US,circle,60,night
2014,Lewis Center,OH,US,circle,480,nautical dusk
2014,St. Petersburg,FL,US,circle,300,night
2014,Daphne,AL,US,circle,86400,nautical dusk
2014,Biddeford,ME,US,circle,120,astronomical dusk
2014,Meriden,CT,US,circle,180,night
2014,Long Island City,NY,US,circle,600,afternoon
2014,Starkville,MS,US,circle,600,night
2014,Palmyra,IN,US,circle,300,night
2014,Apache Junction,AZ,US,circle,86400,night
2014,Sarasota,FL,US,circle,180,astronomical dusk
2014,Hudson,OH,US,circle,900,night
2014,Jerseyville,IL,US,circle,5,night
2014,Comstock Park,MI,US,circle,180,civil dusk
2014,Mesa,AZ,US,circle,360,night
2014,Palm City,FL,US,circle,180,night
2014,Louisburg,NC,US,circle,60,night
2014,Boise,ID,US,circle,3,night
2014,Morganton,NC,US,circle,300,night
2014,Johannesburg,Gauteng,ZA,circle,600,night
2014,Modesto,CA,US,circle,300,night
2013,Naples,FL,US,circle,30,night
2013,Caldwell,ID,US,circle,600,astronomical dusk
2013,Oshawa,ON,CA,circle,300,morning
2013,Titusville,FL,US,circle,300,nautical dusk
2013,Ware,MA,US,circle,1800,night
2013,Metairie,LA,US,circle,900,afternoon
2013,Aventura,FL,US,circle,900,night
2013,Davenport,WA,US,circle,600,night
2013,Pasadena,MD,US,circle,60,astronomical dusk
2013,Albuquerque,NM,US,circle,600,astronomical dusk
2013,Shaker Heights,OH,US,circle,2,morning
2013,Boise,ID,US,circle,60,afternoon
2013,Vienna,VA,US,circle,5,night
2013,Redding,CA,US,circle,15,afternoon
2013,Chatham,IL,US,circle,120,astronomical dusk
2013,Lowell,MA,US,circle,90,night
2013,Cochin,Kerala,IN,circle,5,astronomical dusk
2013,Gurley,AL,US,circle,2,civil dusk
2013,Middle Village,NY,US,circle,86400,astronomical dusk
2013,Louisville,KY,US,circle,30,civil dusk
2013,Mountain Home,AR,US,circle,60,night
2013,Bettendorf,IA,US,circle,120,astronomical dusk
2013,Cedar Hill,TX,US,circle,600,night
2013,Independence,VA,US,circle,60,civil dusk
2013,Mount Albert,ON,CA,circle,600,nautical dusk
2013,Coos Bay,OR,US,circle,180,night
2013,Welland,ON,CA,circle,4,nautical dusk
2013,Florence,SC,US,circle,60,night
2013,Beverly,MA,US,circle,300,astronomical dusk
2013,Columbia,PA,US,circle,300,night
2013,Richmond,VA,US,circle,20,morning
2013,Nampa,ID,US,circle,240,morning
2013,Clarksburg,WV,US,circle,120,night
2013,Muskegon,MI,US,circle,600,night
2013,Orlando,FL,US,circle,120,night
2012,Nicholson,GA,US,circle,10,night
2012,Williston,VT,US,circle,600,afternoon
2012,Newport,RI,US,circle,60,night
2012,Sebastopol,CA,US,circle,2,civil dawn
2012,Richfield,MN,US,circle,5,night
2012,Nashville,TN,US,circle,5,astronomical dawn
2012,Severn,MD,US,circle,300,nautical dusk
2012,Bessemer,PA,US,circle,300,morning
2012,Hays,KS,US,circle,360,night
2012,Glasgow,SCT,GB,circle,10,night
2012,Belton,MO,US,circle,90,afternoon
2012,Philadelphia,PA,US,circle,90,astronomical dusk
2012,El Dorado,KS,US,circle,1020,morning
2012,Kuna,ID,US,circle,600,night
2012,Littleton,CO,US,circle,2,night
2012,Centereach,NY,US,circle,420,afternoon
2012,Oakridge,OR,US,circle,300,astronomical dusk
2012,Mechanicsburg,PA,US,circle,8,night
2012,Mossyrock,WA,US,circle,1800,NA
2012,Carthage,MO,US,circle,30,night
2012,Thompson,MB,CA,circle,300,NA
2012,Fremont,CA,US,circle,900,civil dawn
2012,Mckees Rocks,PA,US,circle,600,astronomical dusk
2012,San Antonio,TX,US,circle,300,night
2012,Sioux Falls,SD,US,circle,7,astronomical dusk
2012,Monroeville,PA,US,circle,15,morning
2012,Bethpage,NY,US,circle,1200,night
2012,Bloomington,IL,US,circle,600,astronomical dusk
2012,Chapin,SC,US,circle,180,astronomical dusk
2012,London,ENG,GB,circle,300,night
2012,Bradford,ENG,GB,circle,60,night
2012,Sykesville,MD,US,circle,300,night
2011,Gaithersburg,MD,US,circle,600,night
2011,Goldsboro,NC,US,circle,4,night
2011,London,ENG,GB,circle,180,night
2011,Anchorage,AK,US,circle,300,night
2011,Lake Elsinore,CA,US,circle,120,night
2011,Flagstaff,AZ,US,circle,3300,night
2011,Baraboo,WI,US,circle,1260,night
2011,Sacramento,CA,US,circle,300,afternoon
2011,Charlotte,NC,US,circle,6,civil dusk
2011,Sant Pere Pescador,Catalonia,ES,circle,600,night
2011,Aloha,OR,US,circle,120,morning
2011,West Hills,CA,US,circle,30,astronomical dusk
2011,Burns Harbor,IN,US,circle,1500,night
2011,Woodstock,IL,US,circle,300,morning
2011,Lakeside,CA,US,circle,7,morning
2011,Kutztown,PA,US,circle,120,night
2011,Seattle,WA,US,circle,300,afternoon
2011,Prescott Valley,AZ,US,circle,20,night
2011,Reynoldsburg,OH,US,circle,10,night
2010,Rice Lake,WI,US,circle,420,night
2010,San Diego,CA,US,circle,600,afternoon
2010,Miami,FL,US,circle,45,afternoon
2010,Upland,CA,US,circle,300,night
2010,Athabasca,AB,CA,circle,600,night
2010,Falkirk,SCT,GB,circle,120,NA
2010,Friendship,TN,US,circle,180,astronomical dawn
2010,Lake in the Hills,IL,US,circle,120,astronomical dusk
2010,Saint Augustine,FL,US,circle,180,morning
2010,Cincinnati,OH,US,circle,300,astronomical dusk
2010,Eugene,OR,US,circle,600,afternoon
2010,Moline,IL,US,circle,38,night
2010,Cape Neddick,ME,US,circle,0,night
2010,Houston,TX,US,circle,45,afternoon
2009,Grafton,MA,US,circle,6,night
2009,Erie,PA,US,circle,30,night
2009,Milpitas,CA,US,circle,5,night
2009,Plumsteadville,PA,US,circle,30,nautical dusk
2009,Harrisville,MI,US,circle,120,civil dusk
2009,San Diego,CA,US,circle,5,night
2009,Avoch,SCT,GB,circle,20,NA
2009,Laramie,WY,US,circle,45,astronomical dusk
2009,Lemon Grove,CA,US,circle,1200,night
2009,Bishopstoke,ENG,GB,circle,30,NA
2009,Grand Junction,CO,US,circle,5,night
2009,Zurich,Zurich,CH,circle,60,night
2009,Annapolis,MD,US,circle,10,night
2009,South Yarmouth,MA,US,circle,120,morning
2009,Crookston,MN,US,circle,15,morning
2009,Marathon,FL,US,circle,300,night
2008,Bremerton,WA,US,circle,20,afternoon
2008,Lebanon,OR,US,circle,90,night
2008,Los Angeles,CA,US,circle,15,night
2008,San Francisco,CA,US,circle,900,morning
2008,Crudwell,ENG,GB,circle,300,night
2008,Berlin,Berlin,DE,circle,15,night
2008,Ocean City,NJ,US,circle,3,night
2008,Phelan,CA,US,circle,600,nautical dawn
2008,Gainesville,FL,US,circle,180,nautical dawn
2008,San Francisco,CA,US,circle,1500,afternoon
2008,Folsom,CA,US,circle,15,astronomical dusk
2008,Florissant,MO,US,circle,120,night
2008,Lake Worth,FL,US,circle,86400,night
2008,Gulfport,MS,US,circle,300,night
2008,Toronto,ON,CA,circle,2,civil dusk
2008,Waldorf,MD,US,circle,600,night
2007,Albuquerque,NM,US,circle,600,nautical dusk
2007,San Diego,CA,US,circle,240,night
2007,Downingtown,PA,US,circle,90,afternoon
2007,Irvine,CA,US,circle,300,astronomical dusk
2007,San Luis Obispo,CA,US,circle,5,night
2007,Denver,CO,US,circle,120,afternoon
2007,Springfield,TN,US,circle,120,night
2007,Irvine,CA,US,circle,300,night
2007,Clovis,CA,US,circle,180,astronomical dusk
2007,Seattle,WA,US,circle,3,night
2007,Denver,CO,US,circle,60,afternoon
2007,Andover,MA,US,circle,360,nautical dusk
2007,Vereeniging,Gauteng,ZA,circle,120,night
2007,Los Angeles,CA,US,circle,300,afternoon
2007,Whittier,CA,US,circle,300,night
2006,Coatbridge,SCT,GB,circle,3,night
2006,Tuckerton,NJ,US,circle,5,night
2006,Atlanta,GA,US,circle,300,afternoon
2006,South Hill,VA,US,circle,300,astronomical dusk
2006,Los Angeles,CA,US,circle,86400,afternoon
2006,Richmond,CA,US,circle,1800,afternoon
2006,Tipton,PA,US,circle,300,civil dusk
2006,Seattle,WA,US,circle,1800,afternoon
2006,Wickenburg,AZ,US,circle,21600,morning
2006,York,PA,US,circle,20,night
2006,Larose,LA,US,circle,1800,night
2006,Prince George,BC,CA,circle,900,night
2005,Fullerton,CA,US,circle,10,night
2005,Siloam Springs,AR,US,circle,180,night
2005,Chicago Heights,IL,US,circle,86400,night
2005,Issaquah,WA,US,circle,5,night
2005,Banbridge,NIR,GB,circle,2,morning
2005,Hilton Head,SC,US,circle,180,astronomical dusk
2005,London,ENG,GB,circle,1800,NA
2005,Fergus Falls,MN,US,circle,60,astronomical dawn
2005,St. Louis,MO,US,circle,900,astronomical dusk
2005,Lemont,IL,US,circle,300,night
2005,Victoria,BC,CA,circle,300,afternoon
2005,Dallas,OR,US,circle,600,night
2004,Aiken,SC,US,circle,120,morning
2004,Rochester,NY,US,circle,6,night
2004,Salt Lake City,UT,US,circle,2,night
2004,Rocklin,CA,US,circle,300,afternoon
2004,Chingford,ENG,GB,circle,1800,nautical dawn
2004,Hilton,NY,US,circle,300,morning
2004,Bremerton,WA,US,circle,60,NA
2004,Mesa,AZ,US,circle,10,nautical dusk
2004,Kingston,NY,US,circle,120,nautical dusk
2004,Concord,CA,US,circle,30,morning
2004,Pratt,KS,US,circle,900,night
2003,Pahoa,HI,US,circle,240,afternoon
2003,San Gabriel,CA,US,circle,60,night
2003,Reno,NV,US,circle,60,night
2003,Little Rock,AR,US,circle,30,morning
2003,London,ENG,GB,circle,86400,afternoon
2003,San Marcos,CA,US,circle,300,night
2003,Winnipeg,MB,CA,circle,30,afternoon
2003,Seattle,WA,US,circle,1800,night
2003,Albuquerque,NM,US,circle,60,astronomical dawn
2003,Wilmette,IL,US,circle,600,night
2003,Tucson,AZ,US,circle,240,afternoon
2003,Hamburg,Hamburg,DE,circle,4320,night
2003,Port Elizabeth,Eastern Cape,ZA,circle,180,night
2002,Riverside,IL,US,circle,45,night
2002,Littleton,CO,US,circle,600,nautical dawn
2002,Pleasanton,CA,US,circle,15,night
2002,Atlanta,GA,US,circle,3,astronomical dusk
2002,San Antonio,TX,US,circle,86400,nautical dusk
2002,Hayward,CA,US,circle,600,astronomical dusk
2002,Spring,TX,US,circle,60,night
2002,Texarkana,TX,US,circle,60,night
2002,London,ENG,GB,circle,3,night
2001,Dallas,TX,US,circle,300,afternoon
2001,West Grove,PA,US,circle,10,night
2001,Miami,FL,US,circle,1200,night
2001,Warren,MI,US,circle,900,civil dusk
2001,Coleman,WI,US,circle,10,night
2001,San Pablo,CA,US,circle,3,night
2001,Redlands,CA,US,circle,120,night
2001,Las Vegas,NV,US,circle,1800,morning
2001,Bakersfield,CA,US,circle,10,night
2001,Fleetwood,ENG,GB,circle,600,night
2000,Concord,NH,US,circle,7,night
2000,Boise,ID,US,circle,240,civil dawn
2000,Palatine,IL,US,circle,300,afternoon
2000,West Tisbury,MA,US,circle,14400,morning
2000,Melbourne,Victoria,AU,circle,600,night
2000,Magna,UT,US,circle,60,astronomical dusk
2000,Eagle Point,OR,US,circle,120,night
2000,San Antonio,TX,US,circle,300,night
2000,Kalamazoo,MI,US,circle,600,night
1999,Purchase,NY,US,circle,10,night
1999,Smithville,TX,US,circle,25,night
1999,San Diego,CA,US,circle,2,afternoon
1999,Dallas,TX,US,circle,15,afternoon
1999,New Rochelle,NY,US,circle,7,afternoon
1999,River Ridge,LA,US,circle,180,night
1999,Columbus,OH,US,circle,600,night
1999,Hamilton,Waikato,NZ,circle,600,afternoon
1998,Plano,TX,US,circle,0,night
1998,Kunming,Yunnan,CN,circle,1200,nautical dawn
1998,El Dorado,KS,US,circle,420,morning
1998,Watertown,NY,US,circle,120,night
1998,West Palm Beach,FL,US,circle,300,civil dusk
1997,Fremont,MI,US,circle,300,night
1997,Madison Heights,MI,US,circle,1800,nautical dusk
1997,Torquay,ENG,GB,circle,20,afternoon
1996,Gothenburg,NE,US,circle,30,night
1995,Franklinton,NC,US,circle,10,night
1995,Downey,CA,US,circle,1200,night
1994,Kingston,ON,CA,circle,300,nautical dusk
1993,Kirkland,WA,US,circle,60,NA
1992,Cortlandt Manor,NY,US,circle,180,night
1991,Lakewood,CO,US,circle,180,astronomical dusk
1989,Green Bay,WI,US,circle,600,afternoon
1988,Holbrook,NY,US,circle,300,night
1987,Essex Junction,VT,US,circle,20,astronomical dusk
1985,Woodside,CA,US,circle,900,night
1984,Lorain,OH,US,circle,3600,morning
1983,Las Vegas,NV,US,circle,10,night
1980,Plainfield,CT,US,circle,15,astronomical dusk
1979,Deoghar,Jharkhand,IN,circle,300,afternoon
1978,Edinburgh,SCT,GB,circle,60,astronomical dusk
1977,Lancaster,KY,US,circle,300,morning
1977,Plantation,FL,US,circle,900,night
1976,Raceland,LA,US,circle,120,afternoon
1975,Browns Mills,NJ,US,circle,180,afternoon
1974,Grafton,MA,US,circle,600,afternoon
1973,Gilmanton,NH,US,circle,1800,afternoon
1972,Houston,TX,US,circle,300,afternoon
1970,Sparwood,BC,CA,circle,300,astronomical dusk
1969,Summerville,SC,US,circle,900,afternoon
1968,New Kensington,PA,US,circle,600,afternoon
1967,Jacksonville,NC,US,circle,20,morning
1965,Woodland HIlls,CA,US,circle,120,night
1963,Menasha,WI,US,circle,86400,morning
1960,La Verne,CA,US,circle,1800,night
1954,Red Bank,NJ,US,circle,300,night
1947,Palmira,Valle del Cauca,CO,circle,86400,night
2022,Silver Spring,MD,US,cone,30,nautical dusk
2020,Cedar Hill,TX,US,cone,86400,night
2018,Little Rock,AR,US,cone,20,nautical dusk
2017,Waterford,MI,US,cone,30,astronomical dawn
2016,Reno,NV,US,cone,240,night
2015,Owatonna,MN,US,cone,2,night
2014,Pearland,TX,US,cone,30,morning
2013,West Lafayette,IN,US,cone,900,night
2012,Honolulu,HI,US,cone,45,nautical dusk
2011,Santa Fe,NM,US,cone,900,afternoon
2010,Manahawkin,NJ,US,cone,90,afternoon
2009,Las Cruces,NM,US,cone,86400,afternoon
2007,Midwest City,OK,US,cone,2700,night
2005,Las Vegas,NV,US,cone,1800,morning
2003,Saint George,UT,US,cone,300,night
2001,Guilford,CT,US,cone,120,night
1999,Munds Park,AZ,US,cone,2400,night
1995,Steelville,MO,US,cone,5,night
1966,Salida,CO,US,cone,86400,nautical dusk
2022,High Springs,FL,US,cross,2400,civil dawn
2020,Trafford,PA,US,cross,240,night
2020,Sherman,TX,US,cross,300,night
2018,Westford,MA,US,cross,1200,night
2017,Acworth,GA,US,cross,1800,night
2016,Goleta,CA,US,cross,240,night
2014,Shoreline,WA,US,cross,2100,night
2014,Tucson,AZ,US,cross,240,night
2013,Provincetown,MA,US,cross,1200,morning
2012,Streamwood,IL,US,cross,300,night
2010,Socorro,NM,US,cross,600,night
2008,Carlsbad,CA,US,cross,5,nautical dawn
2006,Albany,NY,US,cross,180,night
2004,Litchfield Park,AZ,US,cross,60,civil dusk
2003,Palos Heights,IL,US,cross,600,night
2000,Lemon Grove,CA,US,cross,100,morning
1988,Carrollton,TX,US,cross,240,astronomical dusk
2023,South Shore,KY,US,cylinder,420,afternoon
2022,Columbus,OH,US,cylinder,3,nautical dusk
2022,hingham,MA,US,cylinder,120,night
2022,Stuttgart,Baden-Wurttemberg,DE,cylinder,600,NA
2022,Evansdale,IA,US,cylinder,60,astronomical dusk
2021,Fort Walton Beach,FL,US,cylinder,180,morning
2021,Longview,WA,US,cylinder,300,astronomical dusk
2021,Calgary,AB,CA,cylinder,180,nautical dawn
2020,Meeker,CO,US,cylinder,600,afternoon
2020,Friendswood,TX,US,cylinder,120,afternoon
2020,East Chicago,IN,US,cylinder,60,afternoon
2019,Pacifica,CA,US,cylinder,600,civil dusk
2019,Minetto,NY,US,cylinder,4,afternoon
2019,Saint George,UT,US,cylinder,240,civil dusk
2019,Yucca Valley,CA,US,cylinder,900,morning
2018,Opelousas,LA,US,cylinder,20,afternoon
2018,Medina,OH,US,cylinder,10,afternoon
2017,Harrisburg,PA,US,cylinder,10,night
2017,Ellettsville,IN,US,cylinder,300,morning
2017,West Pasco,WA,US,cylinder,2700,astronomical dawn
2017,Tamaqua,PA,US,cylinder,600,night
2016,Fernley,NV,US,cylinder,180,afternoon
2016,Marieville,QC,CA,cylinder,15,NA
2016,Jacksonville Beach,FL,US,cylinder,30,nautical dusk
2015,Indio,CA,US,cylinder,1800,nautical dusk
2015,Charleston,SC,US,cylinder,5,night
2015,Germantown,MD,US,cylinder,40,morning
2014,Orillia,ON,CA,cylinder,900,afternoon
2014,Denver,CO,US,cylinder,10,afternoon
2014,Bastrop,TX,US,cylinder,10,civil dusk
2014,Austin,TX,US,cylinder,600,night
2014,Banning,CA,US,cylinder,10,night
2013,Elgin,IL,US,cylinder,180,night
2013,Irving,TX,US,cylinder,240,night
2013,Erie,PA,US,cylinder,180,morning
2013,Washington,NJ,US,cylinder,180,civil dusk
2013,London,ON,CA,cylinder,45,astronomical dusk
2012,North Conway,NH,US,cylinder,300,night
2012,Suffern,NY,US,cylinder,20,night
2012,Lewisville,TX,US,cylinder,45,astronomical dusk
2012,Las Vegas,NV,US,cylinder,900,astronomical dawn
2012,Morganville,NJ,US,cylinder,1200,night
2011,Holland,MI,US,cylinder,120,night
2011,Toledo,OH,US,cylinder,1200,night
2011,Ellington,CT,US,cylinder,600,morning
2010,Concord,CA,US,cylinder,2100,night
2010,Rockford,IL,US,cylinder,420,morning
2009,Crystal Lake,IL,US,cylinder,120,night
2009,Peterborough,ON,CA,cylinder,900,morning
2009,North Hollywood,CA,US,cylinder,6,night
2008,Kennett,MO,US,cylinder,600,afternoon
2008,Marlborough,MA,US,cylinder,30,afternoon
2008,Wigan,ENG,GB,cylinder,300,afternoon
2007,Eugene,OR,US,cylinder,18,afternoon
2007,Columbia,MO,US,cylinder,60,afternoon
2007,Sturbridge,MA,US,cylinder,900,night
2006,Levittown,NY,US,cylinder,40,astronomical dusk
2006,Saint Peters,MO,US,cylinder,300,afternoon
2005,Portland,OR,US,cylinder,10,afternoon
2005,Kenosha,WI,US,cylinder,180,afternoon
2004,Russellville,AR,US,cylinder,8,night
2004,Sonora,CA,US,cylinder,300,afternoon
2004,Clackamas,OR,US,cylinder,120,night
2003,Wheaton,IL,US,cylinder,120,afternoon
2003,Anaheim,CA,US,cylinder,120,morning
2003,Henderson,NV,US,cylinder,900,night
2002,Charleston,WV,US,cylinder,2700,afternoon
2002,Plymouth,MA,US,cylinder,40,afternoon
2001,Downers Grove,IL,US,cylinder,300,civil dusk
2001,Gilbert,AZ,US,cylinder,900,afternoon
2000,Houston,TX,US,cylinder,1200,morning
2000,Santa Fe,NM,US,cylinder,10800,afternoon
1999,Hayward,CA,US,cylinder,30,night
1999,Roanoke Rapids,NC,US,cylinder,180,morning
1998,Portland,OR,US,cylinder,30,afternoon
1997,St. Louis,MO,US,cylinder,120,afternoon
1996,Santa Cruz,CA,US,cylinder,300,morning
1990,York,ENG,GB,cylinder,60,morning
1984,Logan,UT,US,cylinder,600,night
1979,Boone,NC,US,cylinder,10,astronomical dusk
1973,Mount Vernon,IN,US,cylinder,300,night
1968,Ranson,WV,US,cylinder,120,afternoon
1957,Teaneck,NJ,US,cylinder,120,nautical dusk
2022,Pittsburgh,PA,US,diamond,10,night
2022,Oceanside,CA,US,diamond,60,night
2021,Wichita Falls,TX,US,diamond,1200,night
2020,Bliss,NY,US,diamond,300,night
2020,Fayetteville,AR,US,diamond,45,astronomical dusk
2020,Courtenay,BC,CA,diamond,1800,night
2020,Denver,CO,US,diamond,300,astronomical dusk
2019,Colorado Springs,CO,US,diamond,1200,night
2019,Pigeon Forge,TN,US,diamond,900,nautical dawn
2018,Tiverton,RI,US,diamond,600,night
2018,Siren,WI,US,diamond,30,morning
2018,Chesapeake,OH,US,diamond,1200,nautical dusk
2017,Jacksonville,FL,US,diamond,10,night
2017,Mountain Grove,MO,US,diamond,30,night
2017,Rosemount,MN,US,diamond,60,night
2016,Loganville,GA,US,diamond,720,morning
2016,Saint Peters,MO,US,diamond,300,astronomical dusk
2016,Alpharetta,GA,US,diamond,120,night
2015,Baldwinsville,NY,US,diamond,60,night
2015,Allen Park,MI,US,diamond,120,civil dusk
2015,Discovery Bay,CA,US,diamond,120,astronomical dusk
2015,Honey Brook,PA,US,diamond,60,night
2014,Frankfort,IL,US,diamond,20,afternoon
2014,Ubud,Bali,ID,diamond,120,night
2014,Caransebes,Caras-Severin,RO,diamond,540,NA
2014,Salt Lake City,UT,US,diamond,120,night
2014,Alameda,CA,US,diamond,5,night
2013,Ocala,FL,US,diamond,300,astronomical dusk
2013,Gillingham,ENG,GB,diamond,900,NA
2013,Madison,WI,US,diamond,10,night
2013,San Jose,CA,US,diamond,30,night
2012,Arnold,MO,US,diamond,300,night
2012,Chicago,IL,US,diamond,60,night
2012,Kalispell,MT,US,diamond,300,NA
2012,Denver,CO,US,diamond,180,morning
2011,Canon city,CO,US,diamond,5,astronomical dawn
2011,Grand Rapids,MI,US,diamond,60,morning
2011,Olympia,WA,US,diamond,15,morning
2010,Maroochydore,Queensland,AU,diamond,300,night
2010,Madison,CT,US,diamond,20,night
2010,London,ENG,GB,diamond,10,night
2009,Hermann,MO,US,diamond,30,afternoon
2009,Groton,CT,US,diamond,86400,night
2008,St. Petersburg,FL,US,diamond,900,night
2008,Tullahoma,TN,US,diamond,120,astronomical dusk
2007,Chattanooga,TN,US,diamond,600,night
2007,Stormstown,PA,US,diamond,180,afternoon
2006,Flemingsburg,KY,US,diamond,300,nautical dusk
2006,Newark,NJ,US,diamond,43200,civil dawn
2005,Navarre,FL,US,diamond,300,astronomical dusk
2005,Lompoc,CA,US,diamond,20,night
2004,Rockford,IL,US,diamond,180,night
2004,Brewer,ME,US,diamond,120,afternoon
2004,Bowling Green,KY,US,diamond,300,night
2003,St. Petersburg,FL,US,diamond,300,afternoon
2003,Bilbao,Basque Country,ES,diamond,120,night
